Manufacturer,Model,Sales_in_thousands,four_year_resale_value,Vehicle_type,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Latest_Launch,Power_perf_factor
Dodge,Dakota,113.2650994,11.25125191,Car,17.32643843,2.691627893,101.4203555,131.6886377,70.37220692,224.4760706,3.413726137,24.22927533,20.17227026,9/16/2012,46.08200584
Dodge,Avenger,4.835681585,12.49170559,Passenger,18.64925347,2.589494974,157.4883073,102.9262798,70.30623007,204.1737141,2.977267749,14.51133796,22.14385934,5/31/2013,66.48448083
Dodge,Stratus,71.74516262,9.648249036,Passenger,20.99993272,2.569323397,154.7218145,106.8786278,69.54239003,177.3058133,3.016598505,15.32914619,22.42433225,8/23/2011,68.14213066
Dodge,Dakota,98.72478085,11.13642623,Car,17.08764995,2.511057042,122.3680893,132.1860083,70.19648849,212.7234584,3.629973658,21.87053495,18.76664212,2/2/2011,48.23315822
Dodge,Caravan,185.087766,12.79732723,Car,17.14797157,2.596391549,156.5626443,114.9227675,74.77379047,185.339792,3.418756756,19.73291753,24.47392985,6/11/2012,60.6661284
Dodge,Avenger,4.768655838,12.45792349,Passenger,18.08248082,2.460865791,147.9304415,104.2638392,64.46617966,203.8253267,2.989946543,17.50939986,22.66784687,8/24/2011,61.65232159
Dodge,Durango,95.62624825,17.96200568,Car,26.48873171,5.253577746,222.674846,112.906073,69.98695952,194.294626,4.362229871,26.5403029,17.70487757,3/31/2012,94.83932597
Dodge,Neon,78.44334649,7.698802993,Passenger,13.34816027,1.859733561,134.6920466,100.1439615,73.59030416,183.4194379,2.586420855,12.20317099,28.60347069,6/8/2012,48.92328202
Dodge,Ram Wagon,17.48423226,15.41486943,Car,22.34904663,4.17832026,171.5413443,100.758233,83.19482044,195.2037937,4.371106905,33.01677012,15.39251741,6/17/2011,69.75703689
Dodge,Neon,72.26549708,7.614031142,Passenger,13.16368171,1.858821086,123.0987924,106.8400968,75.30595218,180.3641131,2.744915582,12.22012773,28.597166,8/2/2012,52.89778178
Dodge,Intrepid,89.77233441,12.25973706,Passenger,21.66130293,3.080130559,205.5168099,103.3099522,71.53122023,199.7581318,3.725701361,17.38606511,26.96983093,10/16/2011,74.53575923
Dodge,Durango,93.44806073,20.02060329,Car,26.73271043,5.159178922,227.362381,126.0497071,66.83916946,195.0912756,4.503841831,22.63630589,18.09430852,10/14/2011,93.10409125
Dodge,Intrepid,82.15043214,11.67064971,Passenger,20.22035701,2.709008732,195.64249,109.5431707,71.32205621,210.0070463,3.783973871,17.11400041,24.61101621,12/26/2011,77.93420954
Dodge,Neon,82.60308213,7.682487701,Passenger,12.20222377,1.93745456,128.2981566,94.36086175,66.09143089,175.8151756,2.513833694,12.20831573,29.97064656,6/27/2011,53.52091908
Dodge,Avenger,4.821551609,13.4122335,Passenger,18.53658947,2.40978215,170.1377337,100.0668987,70.47749533,201.3096557,2.701863052,14.7655666,23.58379718,7/21/2011,65.20503963
Dodge,Ram Pickup,245.0979062,15.86335451,Car,20.02852013,5.29511956,232.5084425,137.2338815,75.86129705,211.1017306,4.346430456,24.70012059,15.97939301,6/3/2011,89.77785366
Dodge,Neon,72.03986278,7.738990782,Passenger,11.43215737,2.172231149,132.8224905,105.8366949,77.96353179,175.7824161,2.65661306,12.24336908,28.7916036,5/9/2011,56.29342534
Dodge,Caravan,167.7634129,12.04126868,Car,18.3621594,2.29427392,155.3050552,114.7064785,78.25405034,169.1750126,3.512833484,19.2502573,23.89536178,3/19/2011,56.7308962
Dodge,Ram Van,31.67127619,13.84066939,Car,20.98701613,4.063934108,173.728864,120.9063754,82.40783661,206.9115491,4.056610204,34.06890124,16.09441221,1/29/2012,71.91677034
Dodge,Dakota,118.5278252,11.6114501,Car,16.27616219,2.446759096,123.4003072,119.4705782,72.24314703,207.6640294,3.780002472,21.35552634,18.480904,1/26/2011,50.96101696
Dodge,Stratus,74.39921281,10.71705735,Passenger,21.76863061,2.4082126,156.6489952,109.5607075,73.87370368,182.6321466,3.039316174,17.12592463,26.43738913,1/1/2011,64.87619184
Dodge,Viper,0.919078289,59.8203242,Passenger,71.21811418,7.091074661,494.7291032,104.6713672,73.9083611,163.9477824,3.387156786,18.85351738,16.17142121,9/10/2011,191.9600109
Dodge,Ram Pickup,224.781128,14.5106507,Car,17.68776135,5.404928024,228.174459,140.5514488,73.90132211,239.1501036,4.74800065,26.19632787,17.83529669,7/2/2011,87.64519751
Dodge,Avenger,4.734491943,13.00292197,Passenger,17.81342446,2.390478369,172.5837674,102.4482732,69.50656299,194.8955437,2.755580569,16.49028886,23.63457642,9/26/2011,68.022041
Dodge,Avenger,4.477377974,13.61134506,Passenger,20.75726369,2.437544726,167.2659171,104.8301047,66.73009379,188.1144201,2.876630005,16.72374159,25.03677799,4/1/2012,61.92495424
Dodge,Durango,104.0716179,16.10741043,Car,25.58069356,5.11662116,223.3959263,119.4319914,74.21739207,202.8141891,4.215044528,25.26470083,17.04009461,2/4/2012,92.17345709
Dodge,Avenger,5.035272898,12.38501118,Passenger,18.6255653,2.79723421,166.200324,96.90483392,73.32051151,203.4280473,2.846792919,14.89972074,23.87457789,12/26/2011,61.2525342
Dodge,Intrepid,96.0475763,12.29880153,Passenger,23.40317211,2.711210142,181.9312715,118.7220902,76.9214085,215.1240692,3.37234662,16.50871939,24.95004517,4/8/2013,79.92194802
Dodge,Neon,73.33699785,6.808490244,Passenger,13.36600141,1.916930258,123.4916173,109.7189679,75.73473048,185.9971962,2.412948386,12.10251577,28.08419239,12/27/2010,51.51981388
Dodge,Viper,0.949249201,60.75271408,Passenger,74.1506101,8.27210478,457.9490993,97.68127455,78.73747544,179.0836668,3.154329376,19.44362685,16.84508291,5/9/2011,195.7550599
Dodge,Ram Wagon,16.9377938,14.04069698,Car,22.12036361,3.861918003,175.9837236,105.1577937,78.2948206,186.5393758,4.325320288,32.77317857,15.11347706,5/13/2012,68.72515806
Dodge,Ram Wagon,16.23351116,14.97637583,Car,22.4013047,3.648104784,162.8008052,109.1867222,80.45151589,197.2994084,3.981392738,30.46563517,13.98134677,2/22/2011,74.3643558
Dodge,Intrepid,83.80089207,13.53484501,Passenger,21.73178323,2.654091214,206.8065666,104.3148638,76.920578,193.6033497,3.408813829,17.39249176,23.11030436,4/22/2013,86.85340101
Dodge,Dakota,110.5030902,11.85039014,Car,16.33478437,2.742339425,123.2426735,134.0108248,64.81081495,203.9787176,3.318419893,22.45969779,17.58375964,12/5/2011,50.76481552
Dodge,Intrepid,94.79728297,13.1891363,Passenger,21.52326627,2.589292954,215.0249547,115.7091332,77.90035251,208.8535384,3.71982,16.23517085,24.56486878,7/14/2011,84.14439911
Dodge,Viper,0.889727241,61.44490926,Passenger,69.32955793,8.298707902,453.6455078,102.403553,79.15212525,178.9752732,3.411665693,19.46034251,14.51426744,6/16/2012,186.7054543
Dodge,Ram Pickup,215.4248818,15.37257955,Car,20.94949391,4.930507833,212.7856782,143.1996595,74.34261017,214.1582455,4.481961721,24.38503366,17.47686273,8/20/2011,94.19705642
Dodge,Dakota,108.2746649,11.18484167,Car,16.25308006,2.471458856,122.7585361,127.1930458,70.27078899,214.7673347,3.305862531,21.60294295,17.92435794,1/14/2012,48.67349901
Dodge,Ram Wagon,16.10560654,15.76101419,Car,23.64730357,3.983522606,180.2972548,109.071127,79.64173636,196.3197666,4.358586821,32.67102034,15.94207801,5/16/2012,75.01808049
Dodge,Intrepid,84.65704471,11.86160322,Passenger,21.0171053,2.769156491,204.0892881,116.7521559,71.61922064,208.1179188,3.543596729,16.25351985,23.45467334,4/19/2013,80.03778652
Dodge,Viper,0.937942663,57.2452739,Passenger,68.44238339,8.116650392,435.7370344,97.06464976,70.45726761,170.6888463,3.690536816,19.10968598,18.00689106,12/27/2011,186.5395853
Dodge,Avenger,5.026618923,11.31083964,Passenger,18.98012831,2.344356213,167.2188507,100.2829266,71.25393588,183.125055,2.840248566,16.09556142,25.53892969,12/4/2012,67.28529918
Dodge,Viper,0.87649911,54.32182939,Passenger,73.95026533,7.612980773,430.1327855,86.76610372,73.06340356,174.0370584,3.238877787,19.18345257,15.45350015,3/15/2012,200.7634625
Dodge,Ram Pickup,224.3767623,14.34797482,Car,20.41969885,5.467563184,252.9197439,136.3942911,79.47128796,232.2586435,4.230103533,25.0520807,16.28201185,11/3/2012,86.11111456
Dodge,Ram Pickup,226.1319844,15.11517702,Car,18.70643314,5.325529373,220.9970604,140.8708093,81.38371932,239.2142415,4.07752415,26.32548239,17.08314821,10/8/2012,86.90382876
Dodge,Stratus,59.99199381,9.969311734,Passenger,18.63075118,2.447022538,170.8678534,114.9901717,77.99289136,192.3521305,3.010737464,15.91990092,24.88057861,4/20/2011,70.91133771
Dodge,Neon,73.75783566,7.61319632,Passenger,12.46524625,2.039559214,137.6947774,106.925542,79.00854763,176.3483571,2.578996002,12.02555288,28.98911014,4/9/2012,59.8051147
Dodge,Stratus,70.35948814,10.18738712,Passenger,21.00515372,2.46646656,179.1121003,107.6190404,75.7616054,189.6419324,2.90638755,16.216952,24.09187909,9/22/2012,68.73287788
Dodge,Viper,0.939988201,61.09430057,Passenger,72.59182935,8.394122107,420.6202767,92.94893992,67.82771725,166.9001657,3.224887778,20.19807154,14.90507409,9/10/2011,190.1493986
Dodge,Ram Pickup,228.1800942,16.26790491,Car,22.04206851,5.11288899,212.3719087,139.6715037,77.97047939,222.5568747,4.581529028,27.66544228,17.6535446,9/23/2012,91.16585723
Dodge,Viper,0.889757219,60.19593006,Passenger,71.03460846,8.333263405,493.4476271,97.24143043,76.18857844,171.3130757,3.641749348,19.00193541,16.76941731,1/17/2012,178.4949108
Dodge,Caravan,182.7501205,11.82775898,Car,19.13939621,2.130966558,151.1123629,104.2955662,74.92599652,182.7501355,3.393307938,20.00123677,23.63157756,10/23/2011,66.22197701
Dodge,Ram Wagon,17.95084966,14.90238888,Car,19.21412367,4.05799254,147.0261116,101.3742019,84.53781251,173.9505564,4.69855666,29.26613217,15.7856365,3/16/2012,72.09206539
Dodge,Ram Wagon,16.90430496,15.40039574,Car,22.14313091,4.150603177,181.1076971,103.6694628,81.98780518,191.9026164,4.377826808,29.19817006,14.60518605,7/4/2012,71.85483488
Dodge,Ram Pickup,211.6146687,14.49740119,Car,17.13591296,5.489150318,233.7096105,135.6597165,74.27132204,240.5909552,4.233758712,26.41253031,17.95220451,11/30/2012,87.98339406
Dodge,Ram Pickup,211.7247398,15.48016065,Car,18.44615254,5.181473389,238.5987295,147.8608541,85.21885534,205.4234501,4.648963966,27.49751934,14.91200737,9/20/2012,89.38816479
Dodge,Ram Pickup,229.9602432,15.02499314,Car,17.42547214,5.269156265,244.8643349,133.0832919,79.44824678,236.1819195,4.506949815,23.58645016,15.41384578,5/8/2012,91.7082082
Dodge,Durango,100.083387,19.18299158,Car,26.20354729,5.007199372,228.7571688,112.8318729,73.55570006,188.6393297,4.394167307,22.75312,16.1021454,5/30/2012,95.38958715
Dodge,Ram Wagon,17.280483,15.39552575,Car,19.19993217,3.844252389,172.3524405,109.8704239,84.95825273,189.347354,4.201351637,31.34069408,15.06740724,6/10/2012,71.72433975
Dodge,Intrepid,83.38703264,11.87502583,Passenger,21.13930356,2.688871246,220.9355483,108.5982197,73.11764761,209.1394796,3.395374897,16.27914507,23.69741763,12/6/2011,80.81168408
Dodge,Viper,0.924942298,62.42435702,Passenger,69.42704601,8.536061682,473.7883442,99.46581516,77.63968409,166.5293904,3.444815388,20.22851793,16.90073634,12/18/2010,204.8982442
Dodge,Durango,95.5429909,18.4626616,Car,25.54150118,4.631813984,219.1710275,124.2921997,72.24614308,195.062604,4.158549074,26.37588929,18.59904419,8/27/2011,93.06775309
Dodge,Stratus,74.21786424,9.326819908,Passenger,20.88865288,2.52170842,179.3998412,104.5537219,66.43552963,183.0264859,3.277427803,15.51075282,23.57181389,5/21/2011,69.24439995
Dodge,Dakota,110.5954526,12.06598844,Car,17.6555976,2.419852166,120.7788623,139.6245464,70.29460299,227.2158513,3.507038079,20.45512494,19.04108037,3/8/2012,48.8511814
Dodge,Ram Van,30.88953195,13.6383464,Car,21.18796045,3.906312329,168.2572505,125.904358,73.87393387,204.0616285,4.51534567,34.46388785,15.91015029,7/11/2012,72.0182495
Dodge,Durango,101.0958603,18.21876152,Car,25.683104,4.827499281,200.713853,117.0787435,69.53451835,212.0182268,4.576160685,24.38095192,17.35625108,8/24/2011,91.18292557
Dodge,Neon,66.77686123,8.129770113,Passenger,12.9892771,1.962620366,129.3071828,100.7595637,73.8483605,181.4111843,2.543134768,13.31389153,26.50186276,7/31/2011,54.29248097
Dodge,Ram Wagon,16.95297441,14.86113282,Car,19.84538723,4.249635914,178.8357334,113.2938534,72.05114947,196.1522915,4.499785463,31.6264991,16.0373119,7/2/2011,66.8634046
Dodge,Ram Pickup,231.9750291,15.36289804,Car,20.00494634,5.118646228,236.5350745,143.2640627,80.72638389,215.7052852,4.447109968,27.9001252,14.59656843,11/13/2012,88.15882112
Dodge,Viper,0.837083438,57.94459501,Passenger,70.20502778,8.354916988,447.2822538,94.06991635,82.28111208,174.7736491,3.414477277,18.29836185,14.82378636,12/11/2010,196.7970385
Dodge,Neon,68.29766804,7.024220307,Passenger,11.90835987,2.177920606,127.0699988,107.1308322,73.46390866,180.3431157,2.646458051,13.05424752,31.33419909,8/7/2011,52.00498867
Dodge,Caravan,182.3464967,11.22817767,Car,19.30830609,2.30143264,148.6815328,119.5933384,69.55357812,192.5207408,3.502297766,19.34799034,24.2380727,3/7/2011,62.93344436
Dodge,Neon,71.03682762,8.04126052,Passenger,12.19296639,2.031316947,138.1128869,108.9396552,74.50607642,187.1847508,2.686998313,12.12720602,27.92307703,3/11/2011,53.01662404
Dodge,Ram Pickup,215.2288657,15.44821585,Car,18.02424392,5.336812074,212.3994355,152.1188458,77.20804903,213.4028443,4.595931218,23.10808679,17.0135693,8/19/2012,93.8249528
Dodge,Stratus,73.49841657,11.21170597,Passenger,18.51607048,2.533568878,186.1692767,110.3413943,69.7256682,196.9210484,3.23185731,14.38529014,21.28121657,6/29/2011,66.71572362
Dodge,Stratus,71.60376057,10.81100751,Passenger,20.63423354,2.506514907,160.9019663,113.4236525,74.09702818,192.7141013,3.355436291,15.01681621,24.01460507,8/17/2012,69.17867957
Dodge,Ram Wagon,15.09738796,16.21632178,Car,22.2312354,3.858185167,169.8032557,120.3270928,70.62059751,178.9401828,4.188276875,32.46608519,14.58947686,5/10/2012,73.07967747
Dodge,Dakota,103.1696316,11.16700628,Car,15.85692271,2.651938619,127.0755698,117.9368299,66.86264112,219.2075852,3.661247577,21.23272972,18.65044379,1/14/2011,46.83970265
Dodge,Intrepid,85.40332783,12.75838453,Passenger,24.59815883,2.732532852,191.5244196,125.597772,77.3044,198.144127,3.168887729,15.59274418,24.43324567,11/26/2011,84.77206728
Dodge,Ram Pickup,216.9063426,15.86623583,Car,20.65808575,5.041972447,236.1431897,130.7233363,70.93146135,210.6375568,4.56847537,26.67580472,16.77152384,12/12/2011,88.04423043
Dodge,Neon,76.05096436,7.16527792,Passenger,12.41398974,1.957548976,133.2609845,107.9013627,72.08501323,192.2170907,2.609349185,12.20147806,29.42423043,6/16/2012,51.33682676
Dodge,Intrepid,81.08562042,12.51074023,Passenger,22.97795967,2.393646694,184.2093092,106.4205823,77.82608848,196.4119191,3.506965903,16.63135616,23.22128767,6/11/2011,89.57725317
Dodge,Caravan,191.6680824,11.66357965,Car,19.24753806,2.45581829,154.3257318,124.28511,78.55754774,177.4289228,3.455286825,19.89014161,24.56030858,11/6/2011,61.19894404
Dodge,Intrepid,85.3303178,13.33485137,Passenger,23.73564111,2.816624192,200.3069211,111.4214125,68.17596897,205.7107536,3.334496924,17.06076385,22.88920588,5/20/2012,85.79041282
Dodge,Ram Van,32.37961123,13.75929615,Car,17.20546556,3.941904012,161.9712968,126.8620949,82.96884709,197.7728632,4.434972374,32.13555673,16.68460432,2/24/2013,62.97142221
Dodge,Stratus,72.77666466,11.20004605,Passenger,19.89527977,2.297142499,166.0654745,106.5661573,68.83656456,184.9109956,3.143128948,16.93949219,24.01032278,8/9/2012,63.41621565
Dodge,Ram Wagon,17.05210125,15.48430177,Car,21.74171548,3.969093862,181.3319831,118.0621795,78.40763098,196.0762065,4.109820154,29.92575017,14.3755002,11/12/2011,73.55956843
Dodge,Ram Van,28.0522057,14.56587612,Car,18.22427995,4.158114757,176.128485,142.6938574,76.31986959,203.1302692,4.376860583,35.17073711,17.6901147,9/23/2012,72.17427732
Dodge,Caravan,187.9348067,12.50712702,Car,18.50875762,2.436615632,148.1358684,115.5134678,74.99408571,191.4706199,3.609527569,19.80198188,26.18220656,5/3/2012,61.63872343
Dodge,Intrepid,85.16271184,12.33324541,Passenger,24.19462791,2.672866592,203.204005,111.9764325,75.23573803,208.5822212,3.386411377,16.8466022,26.03422589,4/28/2013,82.14160024
Dodge,Viper,0.920518083,58.22432417,Passenger,71.78482271,8.417851405,455.1012961,97.91299216,77.64184847,174.6508797,3.345641615,20.80268452,17.73148457,9/21/2011,193.702485
Dodge,Ram Van,29.97223633,13.91785811,Car,16.70541688,3.892992246,176.0913854,130.4518086,73.20290891,207.2624713,4.13555436,27.83917331,16.77520353,5/22/2012,65.57598905
Dodge,Avenger,4.743000339,12.09878502,Passenger,19.31806043,2.62031246,168.3954527,108.2942439,70.4079383,186.817506,2.767027371,17.12656936,23.75300651,12/3/2011,73.86457027
Dodge,Ram Pickup,241.1990941,14.39324927,Car,18.75694618,5.098848035,207.4045181,137.675014,81.27613069,233.6848909,4.253391224,26.04957641,16.67259639,1/21/2013,93.29690642
Dodge,Avenger,4.852020079,12.54263211,Passenger,19.15872992,2.361298782,189.4320017,109.2774182,70.9422832,204.5781615,2.83481425,14.62156771,21.58731191,1/16/2013,67.33546609
Dodge,Ram Van,31.10790311,13.21165043,Car,18.70166232,4.291589922,180.9805788,133.3868611,76.35754803,214.9816529,4.44005796,32.61446012,15.6762615,9/29/2011,68.65625592
Dodge,Caravan,195.3433812,12.61630794,Car,20.71712293,2.344968886,151.1012787,116.4000462,75.34842605,173.4268591,3.447915088,22.09043285,23.95534934,12/13/2010,65.33660234
Dodge,Avenger,4.795703054,12.5493059,Passenger,19.00041144,2.619047403,161.3750602,106.1348237,72.54177845,187.3092679,3.114472628,15.02588617,22.93104358,11/19/2012,62.12331581
Dodge,Stratus,64.88545019,10.40848096,Passenger,20.69039464,2.304346347,163.8954037,100.4514002,74.09321825,174.8415548,3.216227656,15.22818021,25.26185853,9/26/2012,67.8482587
Dodge,Avenger,4.819327324,11.77153496,Passenger,19.6886144,2.44919153,163.782444,97.77563184,62.00040479,204.1322794,3.005884357,15.64760516,23.3719826,4/8/2013,66.35600636
Dodge,Ram Pickup,210.1532088,14.43461133,Car,19.16166278,5.082841937,230.7366788,142.1568885,78.50200909,226.2931988,4.622071931,23.96592016,16.97309503,8/30/2011,89.31989392
Dodge,Viper,0.882131063,55.59140568,Passenger,71.84025638,7.729888,492.6422039,105.4402725,71.66835078,175.7951688,3.113883391,18.61091962,14.9620402,6/19/2012,189.0913956
Dodge,Ram Wagon,16.61151967,15.07278395,Car,22.01737789,3.918942583,180.5249016,108.2172361,76.08303847,199.2872031,4.316943316,32.22507499,14.27820599,12/24/2011,65.10900696
Dodge,Avenger,4.803515657,12.20837423,Passenger,19.03467488,2.423751394,162.6653249,104.6265575,71.38171737,180.4770996,2.725051001,16.37915784,25.19461265,5/4/2013,62.10526659
Dodge,Ram Pickup,228.9696019,15.15113117,Car,20.88745938,5.443977326,237.2209601,140.7429934,65.58244145,226.6935508,4.45915376,26.62955512,16.56913525,12/25/2011,91.43577444
Ford,Escort,70.227,7.425,Passenger,12.07,2,110,98.4,67,174.7,2.468,12.7,30,3/31/2012,44.08370946
Ford,Mustang,113.369,12.76,Passenger,21.56,3.8,190,101.3,73.1,183.2,3.203,15.7,24,1/31/2012,76.50918456
Ford,Contour,35.068,8.835,Passenger,17.035,2.5,170,106.5,69.1,184.6,2.769,15,25,8/20/2012,67.35101072
Ford,Taurus,245.815,10.055,Passenger,17.885,3,155,108.5,73,197.6,3.368,16,24,12/20/2011,62.5037395
Ford,Focus,175.67,,Passenger,12.315,2,107,103,66.9,174.8,2.564,13.2,30,7/22/2012,43.11713201
Ford,Crown Victoria,63.403,14.21,Passenger,22.195,4.6,200,114.7,78.2,212,3.908,19,21,9/26/2011,80.49953671
Ford,Explorer,276.747,16.64,Car,31.93,4,210,111.6,70.2,190.7,3.876,21,19,4/25/2012,87.63549578
Ford,Windstar,155.787,13.175,Car,21.41,3,150,120.7,76.6,200.9,3.761,26,21,2/25/2012,62.09504839
Ford,Expedition,125.338,23.575,Car,36.135,4.6,240,119,78.7,204.6,4.808,26,16,9/14/2012,100.0248023
Ford,Ranger,220.65,7.85,Car,12.05,2.5,119,117.5,69.4,200.7,3.086,20,23,1/14/2012,47.38953131
Ford,F-Series,540.561,15.075,Car,26.935,4.6,220,138.5,79.1,224.5,4.241,25.1,18,8/16/2012,89.40193473
Ford,F-Series,575.2365661,15.63345626,Car,24.17294177,4.873872503,234.6117662,144.3061911,80.60730008,225.7160296,4.476988391,25.98965576,18.84709576,8/31/2012,87.61297017
Ford,Taurus,255.8524688,10.37635777,Passenger,17.58618925,3.016224983,155.2278841,115.5796731,73.82710653,195.9617233,3.409381005,16.64439693,24.61962926,8/25/2011,62.4731049
Ford,Escort,69.58444089,6.693910251,Passenger,13.04278848,1.833757452,103.5144697,97.75608642,66.8104267,185.808964,2.447986602,13.1146962,31.95736125,4/24/2011,44.32023447
Ford,Taurus,226.7187871,10.28677113,Passenger,15.80877495,3.03300826,163.4860518,114.2736495,70.88069896,188.450848,3.454343569,15.86153707,24.08360922,5/14/2012,55.12852832
Ford,Explorer,270.1633133,16.82142451,Car,34.23554064,4.189155316,201.1572114,116.4019649,66.72442784,197.5587215,3.930751335,20.11106622,19.41207874,2/7/2013,92.63407086
Ford,Ranger,214.1240808,8.206945725,Car,12.340849,2.456998079,124.4230659,129.010089,65.64300024,208.6952272,3.117090324,19.69963505,22.59275447,3/12/2011,46.2838002
Ford,Focus,195.3510673,16.73658664,Passenger,12.38692867,2.04824288,107.9819237,105.6976522,65.32926822,187.8064034,2.497117872,14.35525435,29.06445199,7/10/2013,44.82552356
Ford,Mustang,109.0241939,12.1380178,Passenger,19.90728137,3.677279434,187.300307,103.2397476,67.09818673,174.4627465,3.190450416,15.79601283,23.82337851,7/29/2011,78.33817842
Ford,Contour,36.10041978,9.139372441,Passenger,18.06531576,2.633758988,175.0620677,101.6545545,75.12692283,187.0551199,2.891417497,14.20041072,22.99604999,8/5/2012,67.11579292
Ford,Explorer,252.1683993,16.65451768,Car,31.92242783,4.356277177,214.1257542,107.1106991,70.28392828,189.6639962,4.286113552,20.79942196,19.47011637,6/13/2011,94.45235489
Ford,Crown Victoria,66.99342591,14.47735934,Passenger,21.21642423,4.40234471,196.7442367,109.1648196,82.82374751,226.9278356,4.06212689,18.71044926,22.49066009,7/20/2011,79.47996231
Ford,Escort,70.73698531,7.506396864,Passenger,11.71409899,1.935006219,108.6700166,108.3850519,65.96249314,166.1150863,2.767558831,13.12299195,29.03953814,4/19/2012,43.01703562
Ford,Escort,66.86701819,7.43181859,Passenger,12.35118006,2.054592262,118.6295269,96.46997045,70.516626,166.605011,2.443976633,13.447674,31.22803258,1/11/2013,45.06059782
Ford,Contour,36.10032439,7.989163415,Passenger,17.15309981,2.503282033,169.0193007,106.1766408,75.98035044,186.2083865,2.851503709,14.34794249,25.45587276,1/6/2012,71.97266313
Ford,Taurus,260.6985269,10.38828618,Passenger,18.27603249,2.986935477,141.0490976,110.7393943,67.71030694,183.6706782,3.400357434,17.24129267,23.15500296,12/21/2010,64.45879395
Ford,Explorer,278.1448169,15.79056753,Car,31.86744441,3.976023073,209.3666084,109.6830994,67.61978657,191.4602859,3.976007501,21.6874799,18.64359389,7/14/2011,92.94242849
Ford,Expedition,119.0564743,23.84832683,Car,34.44781716,4.722301376,249.3298411,113.3286129,76.40971905,195.8987888,4.559114927,28.94520704,13.93994315,6/23/2012,87.83777515
Ford,Explorer,269.6516224,17.16425434,Car,34.44600962,3.774432684,210.5349868,109.6052947,68.13509637,193.2060647,3.63444857,21.37277412,20.11912775,4/9/2013,94.4696319
Ford,Windstar,153.9065965,14.24420925,Car,21.30462232,2.79187474,155.4943349,120.3676524,77.86618964,211.1596925,3.612804341,26.23273087,19.19597629,6/17/2011,61.56807918
Ford,F-Series,525.9511782,16.73545381,Car,28.96682314,4.881862483,225.7990147,144.00421,80.33252552,242.248307,4.351054663,24.60192883,19.67277525,4/25/2012,89.06632667
Ford,Contour,32.87458225,8.791247971,Passenger,17.42541909,2.599747526,165.8194827,101.343024,62.12125842,171.6559553,2.557326862,15.89123349,22.93548647,3/1/2012,68.14898434
Ford,Escort,67.85242815,7.301234834,Passenger,11.12310818,1.860395366,115.2211444,97.36518696,61.34972133,160.0733129,2.588036326,12.30128996,30.12825202,3/31/2012,45.6867718
Ford,Contour,34.45737011,8.526720011,Passenger,15.80899834,2.589223335,166.467964,103.2901374,61.7559492,167.0271613,2.752620959,14.29896478,23.9647288,10/24/2012,70.52954153
Ford,F-Series,540.2672664,15.66213265,Car,24.71838437,4.364820287,237.2504528,146.0023367,78.60176706,235.4173594,4.309107099,24.06840374,17.16868175,12/19/2011,86.98012536
Ford,Windstar,145.5306277,13.84387727,Car,21.88878326,2.82995091,142.2473059,125.9718026,76.38764383,205.2884813,3.626194725,26.72147654,22.51273529,2/14/2013,61.76691951
Ford,Crown Victoria,65.16752109,13.73293851,Passenger,21.96818308,4.557756805,206.4157345,123.2271832,79.29567935,214.5489784,3.692552759,17.91936912,20.76025501,5/29/2012,78.70504698
Ford,Escort,70.15906049,7.528825264,Passenger,12.17021788,2.140078169,110.3298586,103.8347459,64.89701458,181.8325156,2.448586739,12.02302321,30.48855674,12/27/2012,45.78319747
Ford,Ranger,209.8796116,8.019442078,Car,11.29541654,2.518206308,113.6259886,118.3425743,64.95486717,212.3098682,3.462340517,19.75282208,21.7903226,2/5/2011,47.9416572
Ford,Explorer,273.3529346,16.82173274,Car,31.30204592,4.08595836,217.5494369,114.9985848,75.79265015,174.316795,4.119548616,20.9508386,18.91740807,12/24/2011,90.68168834
Ford,Crown Victoria,66.73650279,13.99477945,Passenger,22.28051635,4.362221352,211.2306181,114.6997164,82.91405826,213.0752994,3.79674981,19.04553296,21.31636123,5/6/2012,81.1112138
Ford,F-Series,518.0253614,13.99248182,Car,27.88815712,4.775710695,216.2279663,146.3295419,86.01629977,225.5023864,4.49766085,25.56092164,17.61472826,2/8/2013,83.51210234
Ford,Ranger,208.2597806,7.668164707,Car,12.10573955,2.588117859,118.4824046,124.7952134,67.65545298,197.3104137,3.397949347,19.7242945,23.81882698,10/31/2011,45.77638105
Ford,Crown Victoria,61.77947215,14.44628088,Passenger,22.36673335,4.416746715,189.7644454,116.8438271,77.93915984,209.7766152,4.06549769,19.65272635,23.37955344,10/3/2011,76.34873679
Ford,Contour,34.5240575,8.921043311,Passenger,16.61687688,2.521998651,156.035143,107.2576686,69.50813264,183.238603,2.702703229,14.77807544,24.53655531,2/22/2013,69.34218659
Ford,Explorer,253.3786185,15.90256893,Car,31.12160463,3.650538236,207.0110552,116.1634893,79.82378134,186.9788924,4.04360721,21.69751068,19.75885794,7/12/2012,82.87089782
Ford,F-Series,501.0359398,15.6478904,Car,24.36693031,4.582248376,227.8249859,137.4236446,81.21064339,220.3453011,4.247807553,23.84028406,18.12855201,10/25/2011,89.70314636
Ford,Escort,73.18484646,7.137797566,Passenger,11.61125195,2.115553606,113.2005359,95.49432755,65.46473164,171.1794872,2.21728155,13.07930194,27.87589354,9/25/2012,47.50762637
